GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	Biosample	distance_min	distance_max	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	tissue.biosample	pred_name_long	hex	count	cat	pairs
B_memory	1	1	PBMC_17_B	10	100	29	0.0344827586206897	0.0344827586206897	1	scE2G_multiome	B_memory.PBMC_17_B	scE2G (Multiome)	#792374	21-1920 variants	10-100 Kb	64-64 biosample pairs
Tfh	31	24	PBMC_20_CD4.N1	10	100	202	0.153465346534653	0.118811881188119	0.774193548387097	scE2G_multiome	Tfh.PBMC_20_CD4.N1	scE2G (Multiome)	#792374	21-1920 variants	10-100 Kb	64-64 biosample pairs
Treg	62	47	PBMC_20_CD4.N1	10	100	481	0.128898128898129	0.0977130977130977	0.758064516129032	scE2G_multiome	Treg.PBMC_20_CD4.N1	scE2G (Multiome)	#792374	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	19	13	PBMC_20_CD4.N1	10	100	134	0.141791044776119	0.0970149253731343	0.68421052631579	scE2G_multiome	T.PBMC_20_CD4.N1	scE2G (Multiome)	#792374	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD4_pos_naive	10	7	PBMC_20_CD4.N1	10	100	53	0.188679245283019	0.132075471698113	0.7	scE2G_multiome	T_CD4_pos_naive.PBMC_20_CD4.N1	scE2G (Multiome)	#792374	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD4_pos	228	160	PBMC_22_CD4.M	10	100	1920	0.11875	0.0833333333333333	0.701754385964912	scE2G_multiome	T_CD4_pos.PBMC_22_CD4.M	scE2G (Multiome)	#792374	21-1920 variants	10-100 Kb	64-64 biosample pairs
Tfh	31	25	PBMC_22_CD4.M	10	100	202	0.153465346534653	0.123762376237624	0.806451612903226	scE2G_multiome	Tfh.PBMC_22_CD4.M	scE2G (Multiome)	#792374	21-1920 variants	10-100 Kb	64-64 biosample pairs
Treg	68	54	PBMC_22_CD4.M	10	100	481	0.141372141372141	0.112266112266112	0.794117647058824	scE2G_multiome	Treg.PBMC_22_CD4.M	scE2G (Multiome)	#792374	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	20	15	PBMC_22_CD4.M	10	100	134	0.149253731343284	0.111940298507463	0.75	scE2G_multiome	T.PBMC_22_CD4.M	scE2G (Multiome)	#792374	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD8_pos	47	36	PBMC_24_CD8.CM	10	100	384	0.122395833333333	0.09375	0.765957446808511	scE2G_multiome	T_CD8_pos.PBMC_24_CD8.CM	scE2G (Multiome)	#792374	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	19	14	PBMC_24_CD8.CM	10	100	134	0.141791044776119	0.104477611940299	0.736842105263158	scE2G_multiome	T.PBMC_24_CD8.CM	scE2G (Multiome)	#792374	21-1920 variants	10-100 Kb	64-64 biosample pairs
NK	64	50	PBMC_25_NK	10	100	370	0.172972972972973	0.135135135135135	0.78125	scE2G_multiome	NK.PBMC_25_NK	scE2G (Multiome)	#792374	21-1920 variants	10-100 Kb	64-64 biosample pairs
blood	14	5	K562	100	250	243	0.0576131687242798	0.0205761316872428	0.357142857142857	scE2G_multiome	blood.K562	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
spleen	2	1	K562	100	250	47	0.0425531914893617	0.0212765957446809	0.5	scE2G_multiome	spleen.K562	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
LCL	19	14	GM12878	100	250	240	0.0791666666666667	0.0583333333333333	0.736842105263158	scE2G_multiome	LCL.GM12878	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
B	6	2	BMMC22_B1_B	100	250	43	0.13953488372093	0.0465116279069768	0.333333333333333	scE2G_multiome	B.BMMC22_B1_B	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD4_pos	42	19	BMMC22_CD4_pos_T_activated	100	250	460	0.091304347826087	0.041304347826087	0.452380952380952	scE2G_multiome	T_CD4_pos.BMMC22_CD4_pos_T_activated	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
Tfh	3	2	BMMC22_CD4_pos_T_activated	100	250	34	0.0882352941176471	0.0588235294117647	0.666666666666667	scE2G_multiome	Tfh.BMMC22_CD4_pos_T_activated	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
Treg	12	7	BMMC22_CD4_pos_T_activated	100	250	110	0.109090909090909	0.0636363636363636	0.583333333333333	scE2G_multiome	Treg.BMMC22_CD4_pos_T_activated	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
T	4	1	BMMC22_CD4_pos_T_activated	100	250	27	0.148148148148148	0.037037037037037	0.25	scE2G_multiome	T.BMMC22_CD4_pos_T_activated	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
Tfh	7	3	BMMC22_CD4_pos_T_naive	100	250	34	0.205882352941176	0.0882352941176471	0.428571428571429	scE2G_multiome	Tfh.BMMC22_CD4_pos_T_naive	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
Treg	14	7	BMMC22_CD4_pos_T_naive	100	250	110	0.127272727272727	0.0636363636363636	0.5	scE2G_multiome	Treg.BMMC22_CD4_pos_T_naive	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
T	2	2	BMMC22_CD4_pos_T_naive	100	250	27	0.0740740740740741	0.0740740740740741	1	scE2G_multiome	T.BMMC22_CD4_pos_T_naive	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD8_pos	15	12	BMMC22_CD8_pos_T	100	250	84	0.178571428571429	0.142857142857143	0.8	scE2G_multiome	T_CD8_pos.BMMC22_CD8_pos_T	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
T	3	1	BMMC22_CD8_pos_T	100	250	27	0.111111111111111	0.037037037037037	0.333333333333333	scE2G_multiome	T.BMMC22_CD8_pos_T	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD8_pos	13	10	BMMC22_CD8_pos_T_naive	100	250	84	0.154761904761905	0.119047619047619	0.769230769230769	scE2G_multiome	T_CD8_pos.BMMC22_CD8_pos_T_naive	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
T	3	2	BMMC22_CD8_pos_T_naive	100	250	27	0.111111111111111	0.0740740740740741	0.666666666666667	scE2G_multiome	T.BMMC22_CD8_pos_T_naive	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	49	28	BMMC22_CD14_pos_Mono	100	250	265	0.184905660377358	0.105660377358491	0.571428571428571	scE2G_multiome	monocyte.BMMC22_CD14_pos_Mono	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
macrophage	7	4	BMMC22_CD14_pos_Mono	100	250	53	0.132075471698113	0.0754716981132076	0.571428571428571	scE2G_multiome	macrophage.BMMC22_CD14_pos_Mono	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	40	21	BMMC22_CD16_pos_Mono	100	250	265	0.150943396226415	0.0792452830188679	0.525	scE2G_multiome	monocyte.BMMC22_CD16_pos_Mono	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte_CD16_pos	4	3	BMMC22_CD16_pos_Mono	100	250	37	0.108108108108108	0.0810810810810811	0.75	scE2G_multiome	monocyte_CD16_pos.BMMC22_CD16_pos_Mono	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
macrophage	8	3	BMMC22_CD16_pos_Mono	100	250	53	0.150943396226415	0.0566037735849057	0.375	scE2G_multiome	macrophage.BMMC22_CD16_pos_Mono	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
blood	10	3	BMMC22_Erythroblast	100	250	243	0.0411522633744856	0.0123456790123457	0.3	scE2G_multiome	blood.BMMC22_Erythroblast	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	39	25	BMMC22_G_M_prog	100	250	265	0.147169811320755	0.0943396226415094	0.641025641025641	scE2G_multiome	monocyte.BMMC22_G_M_prog	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
iPSC	0	0	BMMC22_G_M_prog	100	250	63	0	0	NA	scE2G_multiome	iPSC.BMMC22_G_M_prog	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
neutrophil	12	5	BMMC22_G_M_prog	100	250	97	0.123711340206186	0.0515463917525773	0.416666666666667	scE2G_multiome	neutrophil.BMMC22_G_M_prog	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
iPSC	0	0	BMMC22_HSC	100	250	63	0	0	NA	scE2G_multiome	iPSC.BMMC22_HSC	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
NK	8	6	BMMC22_ILC	100	250	59	0.135593220338983	0.101694915254237	0.75	scE2G_multiome	NK.BMMC22_ILC	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
iPSC	0	0	BMMC22_Lymph_prog	100	250	63	0	0	NA	scE2G_multiome	iPSC.BMMC22_Lymph_prog	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
NK	3	1	BMMC22_Lymph_prog	100	250	59	0.0508474576271187	0.0169491525423729	0.333333333333333	scE2G_multiome	NK.BMMC22_Lymph_prog	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
T	1	1	BMMC22_Lymph_prog	100	250	27	0.037037037037037	0.037037037037037	1	scE2G_multiome	T.BMMC22_Lymph_prog	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
B	3	1	BMMC22_Lymph_prog	100	250	43	0.0697674418604651	0.0232558139534884	0.333333333333333	scE2G_multiome	B.BMMC22_Lymph_prog	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
iPSC	0	0	BMMC22_MK_E_prog	100	250	63	0	0	NA	scE2G_multiome	iPSC.BMMC22_MK_E_prog	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
B	8	2	BMMC22_Naive_CD20_pos_B	100	250	43	0.186046511627907	0.0465116279069768	0.25	scE2G_multiome	B.BMMC22_Naive_CD20_pos_B	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
NK	9	8	BMMC22_NK	100	250	59	0.152542372881356	0.135593220338983	0.888888888888889	scE2G_multiome	NK.BMMC22_NK	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
blood	6	1	BMMC22_Normoblast	100	250	243	0.0246913580246914	0.00411522633744856	0.166666666666667	scE2G_multiome	blood.BMMC22_Normoblast	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
B	4	2	BMMC22_Plasma_cell	100	250	43	0.0930232558139535	0.0465116279069768	0.5	scE2G_multiome	B.BMMC22_Plasma_cell	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
blood	14	3	BMMC22_Proerythroblast	100	250	243	0.0576131687242798	0.0123456790123457	0.214285714285714	scE2G_multiome	blood.BMMC22_Proerythroblast	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
B	4	1	BMMC22_Transitional_B	100	250	43	0.0930232558139535	0.0232558139534884	0.25	scE2G_multiome	B.BMMC22_Transitional_B	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	37	20	PBMC_11_CD14.Mono.1	100	250	265	0.139622641509434	0.0754716981132076	0.540540540540541	scE2G_multiome	monocyte.PBMC_11_CD14.Mono.1	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
macrophage	8	4	PBMC_11_CD14.Mono.1	100	250	53	0.150943396226415	0.0754716981132076	0.5	scE2G_multiome	macrophage.PBMC_11_CD14.Mono.1	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	38	22	PBMC_12_CD14.Mono.2	100	250	265	0.143396226415094	0.0830188679245283	0.578947368421053	scE2G_multiome	monocyte.PBMC_12_CD14.Mono.2	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
macrophage	7	3	PBMC_12_CD14.Mono.2	100	250	53	0.132075471698113	0.0566037735849057	0.428571428571429	scE2G_multiome	macrophage.PBMC_12_CD14.Mono.2	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	34	15	PBMC_13_CD16.Mono	100	250	265	0.128301886792453	0.0566037735849057	0.441176470588235	scE2G_multiome	monocyte.PBMC_13_CD16.Mono	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte_CD16_pos	4	2	PBMC_13_CD16.Mono	100	250	37	0.108108108108108	0.0540540540540541	0.5	scE2G_multiome	monocyte_CD16_pos.PBMC_13_CD16.Mono	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
macrophage	6	3	PBMC_13_CD16.Mono	100	250	53	0.113207547169811	0.0566037735849057	0.5	scE2G_multiome	macrophage.PBMC_13_CD16.Mono	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
B	4	2	PBMC_17_B	100	250	43	0.0930232558139535	0.0465116279069768	0.5	scE2G_multiome	B.PBMC_17_B	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
Tfh	4	2	PBMC_20_CD4.N1	100	250	34	0.117647058823529	0.0588235294117647	0.5	scE2G_multiome	Tfh.PBMC_20_CD4.N1	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
Treg	10	7	PBMC_20_CD4.N1	100	250	110	0.0909090909090909	0.0636363636363636	0.7	scE2G_multiome	Treg.PBMC_20_CD4.N1	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
T	2	1	PBMC_20_CD4.N1	100	250	27	0.0740740740740741	0.037037037037037	0.5	scE2G_multiome	T.PBMC_20_CD4.N1	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD4_pos	45	23	PBMC_22_CD4.M	100	250	460	0.0978260869565217	0.05	0.511111111111111	scE2G_multiome	T_CD4_pos.PBMC_22_CD4.M	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
Tfh	5	2	PBMC_22_CD4.M	100	250	34	0.147058823529412	0.0588235294117647	0.4	scE2G_multiome	Tfh.PBMC_22_CD4.M	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
Treg	14	8	PBMC_22_CD4.M	100	250	110	0.127272727272727	0.0727272727272727	0.571428571428571	scE2G_multiome	Treg.PBMC_22_CD4.M	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
T	2	1	PBMC_22_CD4.M	100	250	27	0.0740740740740741	0.037037037037037	0.5	scE2G_multiome	T.PBMC_22_CD4.M	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD8_pos	10	7	PBMC_24_CD8.CM	100	250	84	0.119047619047619	0.0833333333333333	0.7	scE2G_multiome	T_CD8_pos.PBMC_24_CD8.CM	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
T	3	1	PBMC_24_CD8.CM	100	250	27	0.111111111111111	0.037037037037037	0.333333333333333	scE2G_multiome	T.PBMC_24_CD8.CM	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
NK	9	6	PBMC_25_NK	100	250	59	0.152542372881356	0.101694915254237	0.666666666666667	scE2G_multiome	NK.PBMC_25_NK	scE2G (Multiome)	#792374	27-460 variants	100-250 Kb	55-55 biosample pairs
blood	5	0	K562	250	1000	134	0.0373134328358209	0	0	scE2G_multiome	blood.K562	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
spleen	1	0	K562	250	1000	35	0.0285714285714286	0	0	scE2G_multiome	spleen.K562	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
LCL	4	0	GM12878	250	1000	130	0.0307692307692308	0	0	scE2G_multiome	LCL.GM12878	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	3	1	BMMC22_B1_B	250	1000	43	0.0697674418604651	0.0232558139534884	0.333333333333333	scE2G_multiome	B.BMMC22_B1_B	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
T_CD4_pos	21	4	BMMC22_CD4_pos_T_activated	250	1000	353	0.0594900849858357	0.0113314447592068	0.19047619047619	scE2G_multiome	T_CD4_pos.BMMC22_CD4_pos_T_activated	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
Treg	4	2	BMMC22_CD4_pos_T_activated	250	1000	77	0.051948051948052	0.025974025974026	0.5	scE2G_multiome	Treg.BMMC22_CD4_pos_T_activated	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
Treg	5	2	BMMC22_CD4_pos_T_naive	250	1000	77	0.0649350649350649	0.025974025974026	0.4	scE2G_multiome	Treg.BMMC22_CD4_pos_T_naive	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
T_CD8_pos	0	0	BMMC22_CD8_pos_T	250	1000	52	0	0	NA	scE2G_multiome	T_CD8_pos.BMMC22_CD8_pos_T	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
T_CD8_pos	1	0	BMMC22_CD8_pos_T_naive	250	1000	52	0.0192307692307692	0	0	scE2G_multiome	T_CD8_pos.BMMC22_CD8_pos_T_naive	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	7	2	BMMC22_CD14_pos_Mono	250	1000	138	0.0507246376811594	0.0144927536231884	0.285714285714286	scE2G_multiome	monocyte.BMMC22_CD14_pos_Mono	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
macrophage	0	0	BMMC22_CD14_pos_Mono	250	1000	35	0	0	NA	scE2G_multiome	macrophage.BMMC22_CD14_pos_Mono	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	4	1	BMMC22_CD16_pos_Mono	250	1000	138	0.0289855072463768	0.0072463768115942	0.25	scE2G_multiome	monocyte.BMMC22_CD16_pos_Mono	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte_CD16_pos	2	2	BMMC22_CD16_pos_Mono	250	1000	29	0.0689655172413793	0.0689655172413793	1	scE2G_multiome	monocyte_CD16_pos.BMMC22_CD16_pos_Mono	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
macrophage	0	0	BMMC22_CD16_pos_Mono	250	1000	35	0	0	NA	scE2G_multiome	macrophage.BMMC22_CD16_pos_Mono	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
blood	6	1	BMMC22_Erythroblast	250	1000	134	0.0447761194029851	0.00746268656716418	0.166666666666667	scE2G_multiome	blood.BMMC22_Erythroblast	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	7	1	BMMC22_G_M_prog	250	1000	138	0.0507246376811594	0.0072463768115942	0.142857142857143	scE2G_multiome	monocyte.BMMC22_G_M_prog	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
iPSC	1	0	BMMC22_G_M_prog	250	1000	51	0.0196078431372549	0	0	scE2G_multiome	iPSC.BMMC22_G_M_prog	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
neutrophil	3	1	BMMC22_G_M_prog	250	1000	57	0.0526315789473684	0.0175438596491228	0.333333333333333	scE2G_multiome	neutrophil.BMMC22_G_M_prog	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
iPSC	1	0	BMMC22_HSC	250	1000	51	0.0196078431372549	0	0	scE2G_multiome	iPSC.BMMC22_HSC	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
NK	4	2	BMMC22_ILC	250	1000	44	0.0909090909090909	0.0454545454545455	0.5	scE2G_multiome	NK.BMMC22_ILC	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
iPSC	2	0	BMMC22_Lymph_prog	250	1000	51	0.0392156862745098	0	0	scE2G_multiome	iPSC.BMMC22_Lymph_prog	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
NK	1	1	BMMC22_Lymph_prog	250	1000	44	0.0227272727272727	0.0227272727272727	1	scE2G_multiome	NK.BMMC22_Lymph_prog	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	1	0	BMMC22_Lymph_prog	250	1000	43	0.0232558139534884	0	0	scE2G_multiome	B.BMMC22_Lymph_prog	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
iPSC	1	0	BMMC22_MK_E_prog	250	1000	51	0.0196078431372549	0	0	scE2G_multiome	iPSC.BMMC22_MK_E_prog	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	3	0	BMMC22_Naive_CD20_pos_B	250	1000	43	0.0697674418604651	0	0	scE2G_multiome	B.BMMC22_Naive_CD20_pos_B	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
NK	5	1	BMMC22_NK	250	1000	44	0.113636363636364	0.0227272727272727	0.2	scE2G_multiome	NK.BMMC22_NK	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
blood	5	0	BMMC22_Normoblast	250	1000	134	0.0373134328358209	0	0	scE2G_multiome	blood.BMMC22_Normoblast	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	2	0	BMMC22_Plasma_cell	250	1000	43	0.0465116279069768	0	0	scE2G_multiome	B.BMMC22_Plasma_cell	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
blood	7	1	BMMC22_Proerythroblast	250	1000	134	0.0522388059701493	0.00746268656716418	0.142857142857143	scE2G_multiome	blood.BMMC22_Proerythroblast	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	2	1	BMMC22_Transitional_B	250	1000	43	0.0465116279069768	0.0232558139534884	0.5	scE2G_multiome	B.BMMC22_Transitional_B	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	4	1	PBMC_11_CD14.Mono.1	250	1000	138	0.0289855072463768	0.0072463768115942	0.25	scE2G_multiome	monocyte.PBMC_11_CD14.Mono.1	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
macrophage	0	0	PBMC_11_CD14.Mono.1	250	1000	35	0	0	NA	scE2G_multiome	macrophage.PBMC_11_CD14.Mono.1	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	6	2	PBMC_12_CD14.Mono.2	250	1000	138	0.0434782608695652	0.0144927536231884	0.333333333333333	scE2G_multiome	monocyte.PBMC_12_CD14.Mono.2	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
macrophage	0	0	PBMC_12_CD14.Mono.2	250	1000	35	0	0	NA	scE2G_multiome	macrophage.PBMC_12_CD14.Mono.2	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte	3	1	PBMC_13_CD16.Mono	250	1000	138	0.0217391304347826	0.0072463768115942	0.333333333333333	scE2G_multiome	monocyte.PBMC_13_CD16.Mono	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
monocyte_CD16_pos	2	2	PBMC_13_CD16.Mono	250	1000	29	0.0689655172413793	0.0689655172413793	1	scE2G_multiome	monocyte_CD16_pos.PBMC_13_CD16.Mono	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
macrophage	0	0	PBMC_13_CD16.Mono	250	1000	35	0	0	NA	scE2G_multiome	macrophage.PBMC_13_CD16.Mono	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
B	2	0	PBMC_17_B	250	1000	43	0.0465116279069768	0	0	scE2G_multiome	B.PBMC_17_B	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
Treg	3	1	PBMC_20_CD4.N1	250	1000	77	0.038961038961039	0.012987012987013	0.333333333333333	scE2G_multiome	Treg.PBMC_20_CD4.N1	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
T_CD4_pos	14	2	PBMC_22_CD4.M	250	1000	353	0.0396600566572238	0.0056657223796034	0.142857142857143	scE2G_multiome	T_CD4_pos.PBMC_22_CD4.M	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
Treg	2	0	PBMC_22_CD4.M	250	1000	77	0.025974025974026	0	0	scE2G_multiome	Treg.PBMC_22_CD4.M	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
T_CD8_pos	0	0	PBMC_24_CD8.CM	250	1000	52	0	0	NA	scE2G_multiome	T_CD8_pos.PBMC_24_CD8.CM	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
NK	3	1	PBMC_25_NK	250	1000	44	0.0681818181818182	0.0227272727272727	0.333333333333333	scE2G_multiome	NK.PBMC_25_NK	scE2G (Multiome)	#792374	29-353 variants	250-1000 Kb	43-43 biosample pairs
blood	350	274	K562	0	30000	2846	0.122979620520028	0.0962754743499649	0.782857142857143	scE2G_multiome	blood.K562	scE2G (Multiome)	#792374	35-3772 variants	All variants	64-64 biosample pairs
spleen	71	54	K562	0	30000	618	0.114886731391586	0.087378640776699	0.76056338028169	scE2G_multiome	spleen.K562	scE2G (Multiome)	#792374	35-3772 variants	All variants	64-64 biosample pairs
LCL	384	317	GM12878	0	30000	2398	0.160133444537114	0.132193494578816	0.825520833333333	scE2G_multiome	LCL.GM12878	scE2G (Multiome)	#792374	35-3772 variants	All variants	64-64 biosample pairs
B	88	74	BMMC22_B1_B	0	30000	498	0.176706827309237	0.14859437751004	0.840909090909091	scE2G_multiome	B.BMMC22_B1_B	scE2G (Multiome)	#792374	35-3772 variants	All variants	64-64 biosample pairs
