GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	Biosample	distance_min	distance_max	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	tissue.biosample	pred_name_long	hex	count	cat	pairs
B	9	3	PBMC5_B	10	100	256	0.03515625	0.01171875	0.333333333333333	DIRECTNET	B.PBMC5_B	DIRECTNET (high-confidence)	#e0dcca	21-1464 variants	10-100 Kb	11-11 biosample pairs
dendritic	0	0	PBMC5_DC	10	100	21	0	0	NA	DIRECTNET	dendritic.PBMC5_DC	DIRECTNET (high-confidence)	#e0dcca	21-1464 variants	10-100 Kb	11-11 biosample pairs
NK	18	7	PBMC5_NK	10	100	370	0.0486486486486487	0.0189189189189189	0.388888888888889	DIRECTNET	NK.PBMC5_NK	DIRECTNET (high-confidence)	#e0dcca	21-1464 variants	10-100 Kb	11-11 biosample pairs
T	9	2	PBMC5_T	10	100	134	0.0671641791044776	0.0149253731343284	0.222222222222222	DIRECTNET	T.PBMC5_T	DIRECTNET (high-confidence)	#e0dcca	21-1464 variants	10-100 Kb	11-11 biosample pairs
blood	39	11	K562	100	250	243	0.160493827160494	0.0452674897119342	0.282051282051282	DIRECTNET	blood.K562	DIRECTNET (high-confidence)	#e0dcca	27-243 variants	100-250 Kb	9-9 biosample pairs
spleen	4	2	K562	100	250	47	0.0851063829787234	0.0425531914893617	0.5	DIRECTNET	spleen.K562	DIRECTNET (high-confidence)	#e0dcca	27-243 variants	100-250 Kb	9-9 biosample pairs
LCL	35	10	GM12878	100	250	240	0.145833333333333	0.0416666666666667	0.285714285714286	DIRECTNET	LCL.GM12878	DIRECTNET (high-confidence)	#e0dcca	27-243 variants	100-250 Kb	9-9 biosample pairs
B	4	2	BMMC5_B	100	250	43	0.0930232558139535	0.0465116279069768	0.5	DIRECTNET	B.BMMC5_B	DIRECTNET (high-confidence)	#e0dcca	27-243 variants	100-250 Kb	9-9 biosample pairs
T	2	0	BMMC5_T	100	250	27	0.0740740740740741	0	0	DIRECTNET	T.BMMC5_T	DIRECTNET (high-confidence)	#e0dcca	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	7	2	BMMC5_Erythroid	100	250	243	0.0288065843621399	0.00823045267489712	0.285714285714286	DIRECTNET	blood.BMMC5_Erythroid	DIRECTNET (high-confidence)	#e0dcca	27-243 variants	100-250 Kb	9-9 biosample pairs
B	1	0	PBMC5_B	100	250	43	0.0232558139534884	0	0	DIRECTNET	B.PBMC5_B	DIRECTNET (high-confidence)	#e0dcca	27-243 variants	100-250 Kb	9-9 biosample pairs
NK	5	2	PBMC5_NK	100	250	59	0.0847457627118644	0.0338983050847458	0.4	DIRECTNET	NK.PBMC5_NK	DIRECTNET (high-confidence)	#e0dcca	27-243 variants	100-250 Kb	9-9 biosample pairs
T	3	2	PBMC5_T	100	250	27	0.111111111111111	0.0740740740740741	0.666666666666667	DIRECTNET	T.PBMC5_T	DIRECTNET (high-confidence)	#e0dcca	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	15	2	K562	250	1000	134	0.111940298507463	0.0149253731343284	0.133333333333333	DIRECTNET	blood.K562	DIRECTNET (high-confidence)	#e0dcca	35-134 variants	250-1000 Kb	7-7 biosample pairs
spleen	6	2	K562	250	1000	35	0.171428571428571	0.0571428571428571	0.333333333333333	DIRECTNET	spleen.K562	DIRECTNET (high-confidence)	#e0dcca	35-134 variants	250-1000 Kb	7-7 biosample pairs
LCL	15	5	GM12878	250	1000	130	0.115384615384615	0.0384615384615385	0.333333333333333	DIRECTNET	LCL.GM12878	DIRECTNET (high-confidence)	#e0dcca	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	1	0	BMMC5_B	250	1000	43	0.0232558139534884	0	0	DIRECTNET	B.BMMC5_B	DIRECTNET (high-confidence)	#e0dcca	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	3	0	BMMC5_Erythroid	250	1000	134	0.0223880597014925	0	0	DIRECTNET	blood.BMMC5_Erythroid	DIRECTNET (high-confidence)	#e0dcca	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	2	0	PBMC5_B	250	1000	43	0.0465116279069768	0	0	DIRECTNET	B.PBMC5_B	DIRECTNET (high-confidence)	#e0dcca	35-134 variants	250-1000 Kb	7-7 biosample pairs
NK	5	1	PBMC5_NK	250	1000	44	0.113636363636364	0.0227272727272727	0.2	DIRECTNET	NK.PBMC5_NK	DIRECTNET (high-confidence)	#e0dcca	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	547	119	K562	0	30000	2846	0.192199578355587	0.0418130709768096	0.217550274223035	DIRECTNET	blood.K562	DIRECTNET (high-confidence)	#e0dcca	35-2846 variants	All variants	11-11 biosample pairs
spleen	110	14	K562	0	30000	618	0.177993527508091	0.0226537216828479	0.127272727272727	DIRECTNET	spleen.K562	DIRECTNET (high-confidence)	#e0dcca	35-2846 variants	All variants	11-11 biosample pairs
LCL	489	114	GM12878	0	30000	2398	0.203919933277731	0.0475396163469558	0.233128834355828	DIRECTNET	LCL.GM12878	DIRECTNET (high-confidence)	#e0dcca	35-2846 variants	All variants	11-11 biosample pairs
B	18	10	BMMC5_B	0	30000	498	0.036144578313253	0.0200803212851406	0.555555555555556	DIRECTNET	B.BMMC5_B	DIRECTNET (high-confidence)	#e0dcca	35-2846 variants	All variants	11-11 biosample pairs
T	18	6	BMMC5_T	0	30000	298	0.0604026845637584	0.0201342281879195	0.333333333333333	DIRECTNET	T.BMMC5_T	DIRECTNET (high-confidence)	#e0dcca	35-2846 variants	All variants	11-11 biosample pairs
dendritic	5	3	BMMC5_Dendritic	0	30000	35	0.142857142857143	0.0857142857142857	0.6	DIRECTNET	dendritic.BMMC5_Dendritic	DIRECTNET (high-confidence)	#e0dcca	35-2846 variants	All variants	11-11 biosample pairs
blood	64	21	BMMC5_Erythroid	0	30000	2846	0.022487702037948	0.00737877723120169	0.328125	DIRECTNET	blood.BMMC5_Erythroid	DIRECTNET (high-confidence)	#e0dcca	35-2846 variants	All variants	11-11 biosample pairs
B	17	7	PBMC5_B	0	30000	498	0.034136546184739	0.0140562248995984	0.411764705882353	DIRECTNET	B.PBMC5_B	DIRECTNET (high-confidence)	#e0dcca	35-2846 variants	All variants	11-11 biosample pairs
dendritic	2	0	PBMC5_DC	0	30000	35	0.0571428571428571	0	0	DIRECTNET	dendritic.PBMC5_DC	DIRECTNET (high-confidence)	#e0dcca	35-2846 variants	All variants	11-11 biosample pairs
NK	36	15	PBMC5_NK	0	30000	699	0.0515021459227468	0.0214592274678112	0.416666666666667	DIRECTNET	NK.PBMC5_NK	DIRECTNET (high-confidence)	#e0dcca	35-2846 variants	All variants	11-11 biosample pairs
T	16	7	PBMC5_T	0	30000	298	0.0536912751677852	0.023489932885906	0.4375	DIRECTNET	T.PBMC5_T	DIRECTNET (high-confidence)	#e0dcca	35-2846 variants	All variants	11-11 biosample pairs
blood	49	13	K562	0	10	999	0.0490490490490491	0.013013013013013	0.26530612244898	ArchR	blood.K562	ArchR (high-confidence)	#dcbca1	118-999 variants	0-10 Kb	9-9 biosample pairs
spleen	7	2	K562	0	10	266	0.0263157894736842	0.0075187969924812	0.285714285714286	ArchR	spleen.K562	ArchR (high-confidence)	#dcbca1	118-999 variants	0-10 Kb	9-9 biosample pairs
LCL	109	36	GM12878	0	10	864	0.126157407407407	0.0416666666666667	0.330275229357798	ArchR	LCL.GM12878	ArchR (high-confidence)	#dcbca1	118-999 variants	0-10 Kb	9-9 biosample pairs
B	3	2	BMMC5_B	0	10	156	0.0192307692307692	0.0128205128205128	0.666666666666667	ArchR	B.BMMC5_B	ArchR (high-confidence)	#dcbca1	118-999 variants	0-10 Kb	9-9 biosample pairs
T	3	2	BMMC5_T	0	10	118	0.0254237288135593	0.0169491525423729	0.666666666666667	ArchR	T.BMMC5_T	ArchR (high-confidence)	#dcbca1	118-999 variants	0-10 Kb	9-9 biosample pairs
blood	16	8	BMMC5_Erythroid	0	10	999	0.016016016016016	0.00800800800800801	0.5	ArchR	blood.BMMC5_Erythroid	ArchR (high-confidence)	#dcbca1	118-999 variants	0-10 Kb	9-9 biosample pairs
B	3	2	PBMC5_B	0	10	156	0.0192307692307692	0.0128205128205128	0.666666666666667	ArchR	B.PBMC5_B	ArchR (high-confidence)	#dcbca1	118-999 variants	0-10 Kb	9-9 biosample pairs
NK	5	3	PBMC5_NK	0	10	226	0.0221238938053097	0.0132743362831858	0.6	ArchR	NK.PBMC5_NK	ArchR (high-confidence)	#dcbca1	118-999 variants	0-10 Kb	9-9 biosample pairs
T	5	3	PBMC5_T	0	10	118	0.0423728813559322	0.0254237288135593	0.6	ArchR	T.PBMC5_T	ArchR (high-confidence)	#dcbca1	118-999 variants	0-10 Kb	9-9 biosample pairs
blood	39	7	K562	10	100	1464	0.0266393442622951	0.00478142076502732	0.17948717948718	ArchR	blood.K562	ArchR (high-confidence)	#dcbca1	21-1464 variants	10-100 Kb	11-11 biosample pairs
spleen	9	1	K562	10	100	268	0.0335820895522388	0.00373134328358209	0.111111111111111	ArchR	spleen.K562	ArchR (high-confidence)	#dcbca1	21-1464 variants	10-100 Kb	11-11 biosample pairs
LCL	88	28	GM12878	10	100	1163	0.0756663800515907	0.0240756663800516	0.318181818181818	ArchR	LCL.GM12878	ArchR (high-confidence)	#dcbca1	21-1464 variants	10-100 Kb	11-11 biosample pairs
B	2	2	BMMC5_B	10	100	256	0.0078125	0.0078125	1	ArchR	B.BMMC5_B	ArchR (high-confidence)	#dcbca1	21-1464 variants	10-100 Kb	11-11 biosample pairs
T	1	1	BMMC5_T	10	100	134	0.00746268656716418	0.00746268656716418	1	ArchR	T.BMMC5_T	ArchR (high-confidence)	#dcbca1	21-1464 variants	10-100 Kb	11-11 biosample pairs
dendritic	1	1	BMMC5_Dendritic	10	100	21	0.0476190476190476	0.0476190476190476	1	ArchR	dendritic.BMMC5_Dendritic	ArchR (high-confidence)	#dcbca1	21-1464 variants	10-100 Kb	11-11 biosample pairs
blood	14	3	BMMC5_Erythroid	10	100	1464	0.00956284153005464	0.00204918032786885	0.214285714285714	ArchR	blood.BMMC5_Erythroid	ArchR (high-confidence)	#dcbca1	21-1464 variants	10-100 Kb	11-11 biosample pairs
B	5	1	PBMC5_B	10	100	256	0.01953125	0.00390625	0.2	ArchR	B.PBMC5_B	ArchR (high-confidence)	#dcbca1	21-1464 variants	10-100 Kb	11-11 biosample pairs
dendritic	0	0	PBMC5_DC	10	100	21	0	0	NA	ArchR	dendritic.PBMC5_DC	ArchR (high-confidence)	#dcbca1	21-1464 variants	10-100 Kb	11-11 biosample pairs
NK	15	7	PBMC5_NK	10	100	370	0.0405405405405405	0.0189189189189189	0.466666666666667	ArchR	NK.PBMC5_NK	ArchR (high-confidence)	#dcbca1	21-1464 variants	10-100 Kb	11-11 biosample pairs
T	3	1	PBMC5_T	10	100	134	0.0223880597014925	0.00746268656716418	0.333333333333333	ArchR	T.PBMC5_T	ArchR (high-confidence)	#dcbca1	21-1464 variants	10-100 Kb	11-11 biosample pairs
blood	4	1	K562	100	250	243	0.0164609053497942	0.00411522633744856	0.25	ArchR	blood.K562	ArchR (high-confidence)	#dcbca1	27-243 variants	100-250 Kb	9-9 biosample pairs
spleen	1	1	K562	100	250	47	0.0212765957446809	0.0212765957446809	1	ArchR	spleen.K562	ArchR (high-confidence)	#dcbca1	27-243 variants	100-250 Kb	9-9 biosample pairs
LCL	15	9	GM12878	100	250	240	0.0625	0.0375	0.6	ArchR	LCL.GM12878	ArchR (high-confidence)	#dcbca1	27-243 variants	100-250 Kb	9-9 biosample pairs
B	1	0	BMMC5_B	100	250	43	0.0232558139534884	0	0	ArchR	B.BMMC5_B	ArchR (high-confidence)	#dcbca1	27-243 variants	100-250 Kb	9-9 biosample pairs
T	1	0	BMMC5_T	100	250	27	0.037037037037037	0	0	ArchR	T.BMMC5_T	ArchR (high-confidence)	#dcbca1	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	4	2	BMMC5_Erythroid	100	250	243	0.0164609053497942	0.00823045267489712	0.5	ArchR	blood.BMMC5_Erythroid	ArchR (high-confidence)	#dcbca1	27-243 variants	100-250 Kb	9-9 biosample pairs
B	1	1	PBMC5_B	100	250	43	0.0232558139534884	0.0232558139534884	1	ArchR	B.PBMC5_B	ArchR (high-confidence)	#dcbca1	27-243 variants	100-250 Kb	9-9 biosample pairs
NK	3	2	PBMC5_NK	100	250	59	0.0508474576271187	0.0338983050847458	0.666666666666667	ArchR	NK.PBMC5_NK	ArchR (high-confidence)	#dcbca1	27-243 variants	100-250 Kb	9-9 biosample pairs
T	2	1	PBMC5_T	100	250	27	0.0740740740740741	0.037037037037037	0.5	ArchR	T.PBMC5_T	ArchR (high-confidence)	#dcbca1	27-243 variants	100-250 Kb	9-9 biosample pairs
blood	3	1	K562	250	1000	134	0.0223880597014925	0.00746268656716418	0.333333333333333	ArchR	blood.K562	ArchR (high-confidence)	#dcbca1	35-134 variants	250-1000 Kb	7-7 biosample pairs
spleen	0	0	K562	250	1000	35	0	0	NA	ArchR	spleen.K562	ArchR (high-confidence)	#dcbca1	35-134 variants	250-1000 Kb	7-7 biosample pairs
LCL	6	2	GM12878	250	1000	130	0.0461538461538462	0.0153846153846154	0.333333333333333	ArchR	LCL.GM12878	ArchR (high-confidence)	#dcbca1	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	1	0	BMMC5_B	250	1000	43	0.0232558139534884	0	0	ArchR	B.BMMC5_B	ArchR (high-confidence)	#dcbca1	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	1	0	BMMC5_Erythroid	250	1000	134	0.00746268656716418	0	0	ArchR	blood.BMMC5_Erythroid	ArchR (high-confidence)	#dcbca1	35-134 variants	250-1000 Kb	7-7 biosample pairs
B	2	0	PBMC5_B	250	1000	43	0.0465116279069768	0	0	ArchR	B.PBMC5_B	ArchR (high-confidence)	#dcbca1	35-134 variants	250-1000 Kb	7-7 biosample pairs
NK	2	2	PBMC5_NK	250	1000	44	0.0454545454545455	0.0454545454545455	1	ArchR	NK.PBMC5_NK	ArchR (high-confidence)	#dcbca1	35-134 variants	250-1000 Kb	7-7 biosample pairs
blood	95	22	K562	0	30000	2846	0.0333801827125791	0.00773014757554462	0.231578947368421	ArchR	blood.K562	ArchR (high-confidence)	#dcbca1	35-2846 variants	All variants	11-11 biosample pairs
spleen	17	4	K562	0	30000	618	0.0275080906148867	0.00647249190938511	0.235294117647059	ArchR	spleen.K562	ArchR (high-confidence)	#dcbca1	35-2846 variants	All variants	11-11 biosample pairs
LCL	218	75	GM12878	0	30000	2398	0.0909090909090909	0.0312760633861551	0.344036697247706	ArchR	LCL.GM12878	ArchR (high-confidence)	#dcbca1	35-2846 variants	All variants	11-11 biosample pairs
B	7	4	BMMC5_B	0	30000	498	0.0140562248995984	0.00803212851405622	0.571428571428571	ArchR	B.BMMC5_B	ArchR (high-confidence)	#dcbca1	35-2846 variants	All variants	11-11 biosample pairs
T	5	3	BMMC5_T	0	30000	298	0.0167785234899329	0.0100671140939597	0.6	ArchR	T.BMMC5_T	ArchR (high-confidence)	#dcbca1	35-2846 variants	All variants	11-11 biosample pairs
dendritic	2	2	BMMC5_Dendritic	0	30000	35	0.0571428571428571	0.0571428571428571	1	ArchR	dendritic.BMMC5_Dendritic	ArchR (high-confidence)	#dcbca1	35-2846 variants	All variants	11-11 biosample pairs
blood	35	13	BMMC5_Erythroid	0	30000	2846	0.0122979620520028	0.00456781447645819	0.371428571428571	ArchR	blood.BMMC5_Erythroid	ArchR (high-confidence)	#dcbca1	35-2846 variants	All variants	11-11 biosample pairs
B	11	4	PBMC5_B	0	30000	498	0.0220883534136546	0.00803212851405622	0.363636363636364	ArchR	B.PBMC5_B	ArchR (high-confidence)	#dcbca1	35-2846 variants	All variants	11-11 biosample pairs
dendritic	2	1	PBMC5_DC	0	30000	35	0.0571428571428571	0.0285714285714286	0.5	ArchR	dendritic.PBMC5_DC	ArchR (high-confidence)	#dcbca1	35-2846 variants	All variants	11-11 biosample pairs
NK	25	14	PBMC5_NK	0	30000	699	0.0357653791130186	0.0200286123032904	0.56	ArchR	NK.PBMC5_NK	ArchR (high-confidence)	#dcbca1	35-2846 variants	All variants	11-11 biosample pairs
T	10	5	PBMC5_T	0	30000	298	0.0335570469798658	0.0167785234899329	0.5	ArchR	T.PBMC5_T	ArchR (high-confidence)	#dcbca1	35-2846 variants	All variants	11-11 biosample pairs
